YEAR,MAX,MIN
1947,46.4,35.4
1948,29.3,13.5
1949,29.3,13.5
1950,34.3,31.3
1951,22.5,14.4
1952,33.4,25.3
1953,43.3,30.4
1954,59.4,41.4
1955,35.4,24.4
1956,38.3,27.3
1957,41.4,22.5
1958,31.3,9.3
1959,37.4,22.3
1960,28.0,17.1
1961,49.3,28.0
1962,37.4,29.3
1963,21.0,-2.6
1964,36.3,7.3
1965,35.1,19.9
1966,34.0,19.9
1967,46.9,37.0
1968,33.4,10.9
1969,29.3,12.9
1973,37.9,25.9
1974,38.8,23.9
1975,30.0,9.0
1976,46.0,24.1
1977,36.9,27.0
1978,30.9,20.8
1979,25.0,19.0
1980,34.0,21.9
1981,37.9,5.0
1982,35.1,3.0
1983,44.1,21.9
1984,55.0,28.0
1985,23.0,9.0
1986,27.0,10.9
1987,42.1,27.0
1988,42.1,10.0
1989,37.0,21.0
1990,30.0,26.1
1991,37.9,21.9
1992,34.0,27.0
1993,33.1,23.0
1994,44.1,14.0
1995,28.9,6.1
1996,36.0,19.0
1997,30.9,19.9
1998,42.1,36.0
1999,46.0,21.9
2000,32.0,26.1
2001,37.9,30.0
2002,46.0,18.0
2003,35.1,12.9
2004,33.1,10.9
2005,48.9,35.1
2006,55.9,18.0
2007,19.9,8.6
2008,34.0,8.1
2009,34.0,25.0
2010,30.0,9.0
2011,45.0,32.0
2012,36.0,16.0
2013,37.9,35.1
2014,32.0,12.0
2015,27.0,5.0
2016,18.0,3.0
2017,50.0,25.2
2018,44.1,23.0
