YEAR,MAX,MIN
1947,35.4,15.4
1948,48.4,34.3
1949,34.3,11.3
1950,39.4,29.3
1951,38.3,25.3
1952,48.4,22.5
1953,58.3,33.4
1954,51.3,27.3
1955,33.4,18.3
1956,37.4,29.3
1957,43.3,27.3
1958,41.4,22.5
1959,30.0,15.4
1960,30.9,23.4
1961,34.3,26.1
1962,40.3,23.0
1963,57.0,30.4
1964,45.0,14.4
1965,36.0,32.0
1966,76.3,43.0
1967,35.1,12.0
1968,66.4,26.1
1969,69.4,36.3
1973,43.9,27.9
1974,43.0,27.0
1975,53.1,27.0
1976,37.0,18.0
1977,54.9,29.8
1978,37.9,18.9
1979,46.0,29.8
1980,57.0,32.0
1981,41.0,21.0
1982,57.0,32.0
1983,48.9,32.0
1984,37.0,26.1
1985,51.1,30.0
1986,50.0,27.0
1987,46.0,30.9
1988,39.9,26.1
1989,50.0,21.9
1990,62.1,36.0
1991,52.0,27.0
1992,46.9,37.0
1993,44.1,12.0
1994,39.0,19.0
1995,54.0,36.0
1996,39.9,26.1
1997,54.0,35.1
1998,37.9,33.1
1999,59.0,43.0
2000,37.0,27.0
2001,37.9,30.0
2002,41.0,32.0
2003,73.0,39.9
2004,36.0,28.9
2005,50.0,24.3
2006,39.0,30.9
2007,39.0,24.1
2008,39.0,26.1
2009,73.9,39.0
2010,63.0,32.0
2011,66.0,48.0
2012,82.0,46.0
2013,35.1,26.1
2014,39.9,19.0
2015,73.0,35.1
2016,55.9,39.9
2017,50.0,19.2
2018,46.0,29.1
