YEAR,MAX,MIN
1947,85.3,72.3
1948,73.4,53.4
1949,58.3,36.3
1950,66.4,58.3
1951,73.4,54.3
1952,83.3,70.3
1953,63.3,49.3
1954,73.4,64.4
1955,79.3,61.3
1956,80.2,61.3
1957,73.4,52.3
1958,84.4,58.3
1959,78.4,50.0
1960,78.4,50.0
1961,77.0,45.3
1962,82.0,56.3
1963,70.3,38.3
1964,80.4,42.1
1965,73.9,61.3
1966,75.9,61.0
1967,80.1,66.0
1968,82.4,57.0
1969,81.0,68.0
1973,75.9,60.1
1974,68.0,39.9
1975,69.1,42.1
1976,84.9,64.9
1977,73.0,50.0
1978,86.0,72.0
1979,72.0,52.0
1980,81.0,60.1
1981,84.0,59.0
1982,80.1,64.0
1983,69.1,44.1
1984,79.0,55.9
1985,69.1,39.9
1986,72.0,50.0
1987,75.0,46.0
1988,81.0,50.0
1989,63.0,53.1
1990,84.9,63.0
1991,90.0,64.9
1992,82.0,55.9
1993,77.0,53.1
1994,89.1,66.0
1995,82.9,53.1
1996,61.0,46.0
1997,77.0,63.0
1998,79.0,68.0
1999,69.1,48.0
2000,79.0,46.9
2001,68.0,55.0
2002,82.9,51.1
2003,82.0,64.0
2004,84.9,57.0
2005,93.9,66.0
2006,73.0,59.0
2007,78.1,50.0
2008,75.2,60.1
2009,84.0,57.9
2010,82.0,54.0
2011,73.0,48.9
2012,75.9,51.1
2013,72.0,46.9
2014,64.9,41.0
2015,82.0,48.0
2016,84.9,64.0
2017,81.0,57.9
2018,87.1,60.1
