YEAR,MAX,MIN
1947,56.3,45.3
1948,66.4,45.3
1949,73.4,41.4
1950,69.3,38.3
1951,64.4,53.4
1952,80.2,56.3
1953,75.4,60.3
1954,75.4,50.4
1955,62.4,47.3
1956,85.3,52.3
1957,72.3,47.3
1958,82.4,69.3
1959,85.3,60.1
1960,73.4,57.4
1961,57.9,42.4
1962,60.4,41.4
1963,83.3,52.0
1964,74.3,40.3
1965,68.4,39.9
1966,63.0,51.1
1967,73.0,41.0
1968,67.3,47.3
1969,66.0,48.9
1973,79.0,68.0
1974,72.0,51.1
1975,59.0,54.0
1976,68.9,45.9
1977,77.0,56.8
1978,79.0,55.9
1979,79.0,54.0
1980,72.0,45.0
1981,77.0,48.9
1982,64.0,46.9
1983,66.0,55.0
1984,84.0,52.0
1985,61.0,35.1
1986,88.0,66.9
1987,69.1,44.1
1988,77.0,45.0
1989,70.0,35.1
1990,80.1,39.9
1991,66.9,39.9
1992,73.0,41.0
1993,69.1,37.9
1994,71.1,50.0
1995,68.0,37.0
1996,64.0,42.1
1997,79.0,53.1
1998,80.1,51.8
1999,79.0,45.0
2000,55.9,46.9
2001,57.0,39.2
2002,73.9,42.1
2003,66.9,44.6
2004,82.0,51.1
2005,75.2,66.0
2006,72.0,46.9
2007,90.0,68.0
2008,82.0,57.0
2009,73.0,62.1
2010,64.9,52.0
2011,64.0,51.1
2012,77.0,37.0
2013,70.0,48.9
2014,80.1,54.0
2015,75.9,55.9
2016,84.9,63.0
2017,93.0,66.9
2018,84.0,57.0
