YEAR,MAX,MIN
1946,56.3,39.4
1947,48.4,37.4
1948,40.3,36.3
1949,32.0,25.3
1950,38.3,16.3
1951,48.4,29.3
1952,45.3,24.4
1953,55.4,38.3
1954,42.4,34.3
1955,42.4,27.3
1956,57.4,32.4
1957,35.4,28.4
1958,42.4,30.4
1959,44.4,27.0
1960,55.4,30.9
1961,38.3,28.0
1962,54.3,39.4
1963,62.4,43.0
1964,21.9,5.0
1965,43.3,24.4
1966,53.1,28.9
1967,40.3,33.1
1968,55.4,28.9
1969,35.1,23.0
1973,61.0,42.1
1974,37.9,30.9
1975,39.9,34.0
1976,45.9,28.9
1977,59.9,23.9
1978,32.0,27.0
1979,60.1,45.9
1980,48.9,27.0
1981,37.9,23.9
1982,66.0,35.1
1983,57.9,35.1
1984,37.0,16.0
1985,37.0,12.9
1986,39.0,30.0
1987,35.1,16.0
1988,43.0,28.9
1989,57.9,27.0
1990,64.0,54.0
1991,53.1,27.0
1992,63.0,39.9
1993,51.1,23.0
1994,59.0,42.1
1995,53.1,27.9
1996,37.0,32.0
1997,42.1,35.1
1998,42.1,26.1
1999,51.8,33.1
2000,28.9,14.0
2001,53.1,29.1
2002,51.1,37.0
2003,64.9,34.0
2004,54.0,30.0
2005,48.9,32.0
2006,48.9,28.9
2007,55.0,39.9
2008,36.0,17.1
2009,54.0,33.1
2010,55.9,30.2
2011,55.0,39.9
2012,57.9,34.0
2013,51.1,28.2
2014,33.1,7.0
2015,39.9,27.0
2016,41.0,21.9
2017,52.0,30.2
2018,36.0,30.0
