YEAR,MAX,MIN
1947,62.4,32.4
1948,72.3,47.3
1949,69.3,50.4
1950,72.3,60.3
1951,76.3,45.3
1952,77.4,41.4
1953,74.3,46.4
1954,87.3,52.3
1955,74.3,56.3
1956,72.3,48.4
1957,56.3,43.3
1958,67.3,48.4
1959,76.3,57.0
1960,70.3,52.3
1961,71.4,40.3
1962,65.3,48.9
1963,85.3,52.3
1964,61.3,35.4
1965,59.4,46.9
1966,64.9,51.1
1967,57.0,46.0
1968,70.3,47.3
1969,72.0,57.9
1973,81.9,64.0
1974,73.9,57.0
1975,69.1,42.1
1976,66.9,54.9
1977,77.0,50.9
1978,75.9,54.0
1979,82.9,59.9
1980,68.0,42.1
1981,69.1,48.9
1982,66.9,48.9
1983,79.0,48.9
1984,53.1,36.0
1985,66.9,37.0
1986,84.9,68.0
1987,89.1,62.1
1988,81.0,50.0
1989,64.9,37.0
1990,82.0,46.9
1991,60.1,34.0
1992,70.0,50.0
1993,66.0,48.0
1994,57.9,51.1
1995,81.0,45.0
1996,66.0,55.0
1997,75.9,48.9
1998,84.9,72.0
1999,80.1,57.9
2000,69.1,42.1
2001,69.1,45.0
2002,75.9,48.0
2003,64.9,46.0
2004,75.9,45.0
2005,73.9,46.9
2006,71.1,46.9
2007,75.0,48.9
2008,81.0,53.1
2009,73.9,50.0
2010,64.9,50.0
2011,63.0,53.1
2012,68.0,46.0
2013,81.0,50.0
2014,79.0,51.1
2015,75.0,60.1
2016,70.0,51.1
2017,91.9,63.0
2018,70.0,48.0
