YEAR,MAX,MIN
1947,35.4,20.3
1948,28.4,11.3
1949,45.3,29.3
1950,27.3,10.4
1951,30.4,13.5
1952,44.4,31.3
1953,41.4,16.3
1954,48.4,30.4
1955,60.3,38.3
1956,44.4,21.4
1957,36.3,18.3
1958,34.3,29.3
1959,41.0,28.4
1960,25.3,21.9
1961,37.4,26.1
1962,36.3,32.0
1963,43.3,19.4
1964,36.3,32.0
1965,34.0,32.0
1966,53.4,32.4
1967,42.1,21.9
1968,51.4,42.4
1969,39.4,23.0
1973,54.0,37.0
1974,66.9,43.9
1975,32.0,16.0
1976,48.9,30.0
1977,70.0,50.0
1978,37.0,9.0
1979,43.9,32.0
1980,41.0,19.9
1981,46.0,21.0
1982,28.9,-0.9
1983,44.1,26.1
1984,25.0,5.0
1985,53.1,28.9
1986,61.0,34.0
1987,63.0,27.0
1988,55.0,36.0
1989,46.0,16.0
1990,53.1,33.1
1991,45.0,19.0
1992,63.0,35.1
1993,42.1,30.9
1994,36.0,26.1
1995,35.1,12.9
1996,26.1,1.0
1997,44.6,30.0
1998,37.0,26.1
1999,30.2,26.1
2000,78.1,33.1
2001,37.9,24.1
2002,64.0,25.0
2003,19.9,6.1
2004,39.0,29.1
2005,30.0,18.0
2006,57.9,42.1
2007,55.9,15.1
2008,35.1,14.0
2009,44.1,33.1
2010,51.1,32.0
2011,45.0,32.0
2012,39.9,30.0
2013,41.0,21.9
2014,39.0,19.0
2015,50.0,25.0
2016,70.0,57.0
2017,53.1,28.9
2018,41.0,23.0
