YEAR,MAX,MIN
1947,20.3,-0.6
1948,25.3,20.3
1949,30.4,8.4
1950,38.3,13.5
1951,31.3,19.4
1952,37.4,30.4
1953,44.4,19.4
1954,34.3,25.3
1955,29.3,17.4
1956,36.3,6.4
1957,33.4,10.4
1958,34.3,3.4
1959,30.9,8.1
1960,37.4,28.0
1961,27.3,10.4
1962,50.4,32.0
1963,38.3,7.0
1964,47.3,17.4
1965,7.0,-7.1
1966,24.1,-2.6
1967,39.0,24.1
1968,43.3,23.0
1969,42.4,10.0
1973,50.0,34.0
1974,29.8,6.1
1975,37.9,30.9
1976,30.9,10.9
1977,30.9,23.0
1978,21.0,2.8
1979,25.0,-1.1
1980,30.0,8.1
1981,10.0,-5.1
1982,26.1,-2.0
1983,27.0,8.1
1984,36.0,30.0
1985,19.0,-11.9
1986,37.0,30.0
1987,41.0,21.0
1988,28.0,1.0
1989,21.9,1.0
1990,39.9,27.0
1991,50.0,34.0
1992,59.0,27.0
1993,51.1,24.1
1994,19.9,1.0
1995,35.1,19.0
1996,1.9,-18.9
1997,37.0,32.0
1998,35.1,30.9
1999,44.1,25.0
2000,32.0,24.8
2001,34.0,27.0
2002,30.9,12.0
2003,37.0,15.8
2004,32.0,0.0
2005,50.0,16.0
2006,37.4,26.6
2007,10.9,-6.0
2008,37.0,25.0
2009,19.9,0.0
2010,33.1,21.0
2011,25.0,0.0
2012,42.1,33.1
2013,28.4,19.0
2014,24.1,-6.0
2015,26.1,1.9
2016,37.0,19.0
2017,33.1,10.0
2018,41.0,12.0
