YEAR,MAX,MIN
1946,70.3,49.3
1947,84.4,48.4
1948,62.4,55.4
1949,65.3,35.4
1950,79.3,53.4
1951,74.3,54.3
1952,50.4,29.3
1953,77.4,43.3
1954,49.3,40.3
1955,53.4,39.4
1956,85.3,50.4
1957,67.3,60.3
1958,81.3,58.3
1959,72.3,47.3
1960,65.3,46.9
1961,70.3,39.9
1962,80.1,57.9
1963,85.3,55.9
1964,76.3,37.0
1965,80.4,56.3
1966,48.0,34.0
1967,62.1,53.1
1968,82.4,64.9
1969,53.1,46.0
1973,70.0,38.8
1974,64.0,37.9
1975,59.0,35.1
1976,61.9,32.9
1977,61.0,32.9
1978,54.0,41.9
1979,66.9,54.0
1980,73.0,45.0
1981,63.0,36.0
1982,64.0,34.0
1983,73.0,55.0
1984,70.0,44.1
1985,66.9,34.0
1986,57.9,32.0
1987,75.0,50.0
1988,75.9,55.0
1989,82.9,48.9
1990,66.9,39.0
1991,61.0,28.0
1992,51.1,41.9
1993,70.0,53.1
1994,75.0,52.0
1995,60.1,36.0
1996,70.0,57.0
1997,53.1,42.1
1998,79.0,55.9
1999,79.0,48.0
2000,64.0,42.1
2001,52.0,42.1
2002,60.1,37.0
2003,62.1,37.9
2004,53.1,39.9
2005,66.9,43.0
2006,55.4,48.0
2007,73.9,51.1
2008,63.0,43.0
2009,45.0,39.0
2010,71.1,39.9
2011,62.1,46.9
2012,70.0,39.9
2013,63.0,46.4
2014,55.9,50.0
2015,69.1,42.1
2016,72.0,53.1
2017,68.0,43.0
2018,59.0,34.0
