YEAR,MAX,MIN
1947,31.3,22.5
1948,52.3,28.4
1949,39.4,25.3
1950,19.4,-6.5
1951,54.3,45.3
1952,45.3,21.4
1953,46.4,31.3
1954,35.4,12.4
1955,44.4,36.3
1956,45.3,21.4
1957,52.3,30.4
1958,56.3,41.4
1959,38.3,30.4
1960,28.0,21.4
1961,40.3,23.0
1962,37.0,25.3
1963,15.4,-8.0
1964,32.0,10.0
1965,21.0,3.0
1966,40.3,23.0
1967,34.0,0.0
1968,37.4,13.3
1969,37.4,30.4
1973,33.1,28.9
1974,39.9,12.9
1975,35.1,30.0
1976,60.1,37.0
1977,39.9,23.9
1978,34.9,10.9
1979,34.0,16.9
1980,21.9,1.9
1981,44.1,26.1
1982,33.1,14.0
1983,41.0,16.0
1984,42.1,24.1
1985,41.0,30.9
1986,37.0,17.1
1987,45.0,23.0
1988,57.0,14.0
1989,39.0,17.1
1990,32.0,1.9
1991,27.0,12.0
1992,39.0,28.0
1993,27.0,19.9
1994,32.0,5.0
1995,46.9,28.0
1996,59.0,33.1
1997,37.9,32.0
1998,62.1,45.0
1999,46.0,25.0
2000,66.0,57.0
2001,39.9,23.0
2002,33.8,23.0
2003,30.0,-0.9
2004,42.1,24.1
2005,41.0,25.0
2006,41.0,16.0
2007,37.9,30.0
2008,34.0,21.9
2009,54.0,32.0
2010,30.9,17.1
2011,36.0,24.1
2012,53.1,16.0
2013,43.0,20.1
2014,21.9,1.0
2015,26.1,10.0
2016,37.0,24.1
2017,48.9,21.0
2018,53.1,28.0
