YEAR,MAX,MIN
1947,59.4,33.4
1948,59.4,38.3
1949,47.3,37.4
1950,39.4,23.4
1951,54.3,38.3
1952,45.3,35.4
1953,57.4,28.4
1954,74.3,50.4
1955,66.4,55.4
1956,75.4,44.4
1957,43.3,23.4
1958,70.3,38.3
1959,65.3,37.0
1960,72.0,54.3
1961,61.3,35.1
1962,45.3,28.9
1963,59.4,28.4
1964,62.4,42.4
1965,48.9,37.0
1966,57.9,30.9
1967,70.0,64.9
1968,68.4,39.4
1969,63.3,48.9
1973,59.0,32.0
1974,68.0,41.0
1975,48.9,39.0
1976,79.0,46.9
1977,77.0,45.0
1978,54.9,34.9
1979,59.9,41.0
1980,46.0,24.1
1981,79.0,46.9
1982,57.9,32.9
1983,70.0,35.1
1984,53.1,39.0
1985,71.1,54.0
1986,57.0,37.9
1987,59.0,39.0
1988,73.0,32.0
1989,60.1,44.1
1990,55.9,30.0
1991,69.1,42.1
1992,45.0,34.0
1993,48.9,30.9
1994,71.1,41.0
1995,59.0,33.1
1996,46.9,33.1
1997,53.1,30.0
1998,68.0,55.0
1999,60.1,37.0
2000,75.9,34.0
2001,64.9,37.0
2002,77.0,41.0
2003,84.0,48.0
2004,68.0,28.9
2005,63.0,33.1
2006,81.0,52.0
2007,51.1,32.0
2008,50.0,32.0
2009,46.0,36.0
2010,80.1,46.0
2011,68.0,36.0
2012,66.9,39.9
2013,69.1,35.1
2014,69.1,32.0
2015,66.0,41.0
2016,61.0,34.0
2017,66.0,46.9
2018,41.0,36.0
