YEAR,MAX,MIN
1946,17.4,3.4
1947,38.3,25.3
1948,33.4,20.3
1949,40.3,35.4
1950,15.4,-4.5
1951,21.4,5.4
1952,33.4,21.4
1953,24.4,-1.7
1954,36.3,32.4
1955,22.5,5.4
1956,34.3,14.4
1957,54.3,35.4
1958,38.3,16.0
1959,37.9,28.0
1960,36.3,24.1
1961,35.4,28.9
1962,53.4,26.1
1963,15.1,-8.7
1964,18.3,0.0
1965,38.3,22.3
1966,39.0,30.0
1967,48.4,33.4
1968,37.4,28.9
1969,36.0,24.1
1973,26.1,19.9
1974,30.0,17.1
1975,12.0,3.9
1976,46.9,21.9
1977,55.9,36.0
1978,41.0,25.9
1979,33.1,14.0
1980,36.0,23.0
1981,23.0,7.0
1982,42.1,25.0
1983,9.0,-5.1
1984,44.1,16.0
1985,12.9,-9.0
1986,39.9,30.9
1987,30.0,12.0
1988,33.1,10.0
1989,16.0,1.9
1990,39.0,33.1
1991,37.0,14.0
1992,33.1,24.1
1993,41.0,35.1
1994,42.1,30.9
1995,37.9,19.9
1996,21.2,10.9
1997,45.0,32.0
1998,53.1,27.0
1999,30.9,6.1
2000,16.0,-0.9
2001,48.0,28.9
2002,55.0,30.2
2003,27.0,19.9
2004,37.9,19.0
2005,19.9,8.1
2006,54.0,30.9
2007,37.0,16.0
2008,21.0,3.0
2009,35.6,33.1
2010,21.9,10.0
2011,44.1,24.8
2012,39.9,30.0
2013,33.1,15.1
2014,28.9,19.0
2015,32.0,24.8
2016,21.9,-2.0
2017,46.0,29.1
