YEAR,MAX,MIN
1947,72.3,52.0
1948,63.3,37.4
1949,74.3,42.4
1950,73.4,45.3
1951,87.3,63.3
1952,60.3,40.3
1953,70.3,43.3
1954,53.4,45.3
1955,82.4,54.3
1956,75.4,48.4
1957,47.3,45.3
1958,74.3,47.3
1959,87.4,63.0
1960,67.3,55.0
1961,63.3,39.0
1962,91.4,69.1
1963,68.0,46.4
1964,86.4,73.0
1965,70.0,46.0
1966,68.0,52.0
1967,80.1,55.0
1968,62.4,39.9
1969,65.3,46.0
1973,62.1,52.0
1974,70.0,50.0
1975,91.0,66.0
1976,75.0,38.8
1977,91.9,63.0
1978,79.0,55.0
1979,84.9,59.9
1980,66.0,46.9
1981,63.0,45.0
1982,82.0,56.8
1983,69.1,46.9
1984,91.0,63.0
1985,79.0,41.0
1986,55.0,46.9
1987,82.0,51.1
1988,73.9,39.9
1989,77.0,59.0
1990,73.0,48.9
1991,60.1,45.0
1992,73.0,41.0
1993,70.0,36.0
1994,68.0,39.0
1995,75.0,46.0
1996,90.0,72.0
1997,75.9,55.4
1998,89.1,70.0
1999,73.9,50.0
2000,51.8,44.1
2001,80.1,48.9
2002,54.0,34.0
2003,73.9,48.0
2004,71.1,44.1
2005,73.9,55.4
2006,64.0,45.0
2007,80.1,42.1
2008,60.1,39.9
2009,80.1,39.9
2010,73.9,44.1
2011,72.0,48.9
2012,91.9,53.1
2013,86.0,55.9
2014,69.1,45.0
2015,77.0,46.0
2016,69.1,39.0
2017,73.9,43.0
2018,69.1,52.0
