YEAR,MAX,MIN
1947,72.3,50.4
1948,81.3,49.3
1949,66.4,46.4
1950,69.3,42.4
1951,59.4,30.4
1952,52.3,41.4
1953,74.3,44.4
1954,51.3,40.3
1955,55.4,42.4
1956,45.3,26.4
1957,78.3,49.3
1958,57.4,40.3
1959,68.4,39.9
1960,86.4,66.0
1961,65.3,39.9
1962,63.3,42.1
1963,45.3,37.0
1964,60.1,40.3
1965,61.0,42.1
1966,55.9,41.0
1967,42.1,28.0
1968,65.3,40.3
1969,49.3,39.4
1973,68.0,46.0
1974,46.0,37.9
1975,73.9,48.0
1976,72.9,43.9
1977,64.0,45.0
1978,60.1,45.0
1979,75.0,41.9
1980,88.0,45.0
1981,62.1,44.1
1982,66.0,32.0
1983,64.0,36.0
1984,43.0,36.0
1985,82.9,66.0
1986,63.0,24.1
1987,57.9,44.1
1988,52.0,39.9
1989,59.0,44.1
1990,80.1,37.0
1991,63.0,32.0
1992,55.9,37.0
1993,64.9,35.1
1994,69.1,34.0
1995,61.0,39.0
1996,63.0,37.0
1997,55.0,42.1
1998,71.1,44.1
1999,46.9,39.0
2000,64.9,31.1
2001,78.1,48.0
2002,60.1,30.9
2003,55.9,30.0
2004,64.0,37.9
2005,46.0,35.1
2006,72.0,46.0
2007,82.9,52.0
2008,73.9,48.9
2009,66.9,37.0
2010,63.0,37.9
2011,64.0,39.0
2012,60.1,39.0
2013,66.9,37.9
2014,61.0,33.1
2015,54.0,33.1
2016,60.1,37.9
2017,72.0,37.0
2018,63.0,42.1
