YEAR,MAX,MIN
1947,39.4,32.4
1948,62.4,42.4
1949,44.4,25.3
1950,63.3,29.3
1951,35.4,30.4
1952,67.3,31.3
1953,51.3,33.4
1954,70.3,44.4
1955,77.4,41.4
1956,43.3,36.3
1957,58.3,42.4
1958,78.3,46.4
1959,74.3,46.0
1960,72.3,51.4
1961,41.0,28.0
1962,48.4,24.4
1963,78.4,53.4
1964,84.4,51.1
1965,51.1,39.9
1966,60.1,28.9
1967,69.1,54.0
1968,70.3,45.3
1969,77.4,48.9
1973,74.8,44.1
1974,59.0,33.1
1975,57.9,42.1
1976,84.9,64.9
1977,82.9,54.9
1978,46.0,30.9
1979,57.9,32.9
1980,48.9,23.9
1981,63.0,33.1
1982,73.0,59.0
1983,43.0,26.1
1984,43.0,36.0
1985,64.9,46.0
1986,45.0,30.9
1987,62.1,46.9
1988,61.0,33.1
1989,72.0,37.0
1990,61.0,34.0
1991,62.1,44.1
1992,66.0,37.0
1993,46.9,36.0
1994,68.0,43.0
1995,62.1,37.9
1996,51.1,34.0
1997,63.0,42.1
1998,48.2,41.0
1999,45.0,42.1
2000,48.9,39.2
2001,54.0,30.0
2002,88.0,62.1
2003,86.0,42.1
2004,82.0,46.0
2005,73.9,33.1
2006,66.9,48.0
2007,62.1,29.1
2008,73.0,31.1
2009,62.1,33.1
2010,82.0,59.0
2011,51.1,35.1
2012,77.0,48.0
2013,66.0,39.9
2014,52.0,26.1
2015,64.0,44.6
2016,75.9,41.0
2017,82.0,59.0
2018,35.1,26.6
