YEAR,MAX,MIN
1947,83.3,54.3
1948,49.3,42.4
1949,74.3,50.4
1950,75.4,46.4
1951,72.3,40.3
1952,55.4,40.3
1953,72.3,57.4
1954,61.3,39.4
1955,69.3,45.3
1956,88.3,65.3
1957,67.3,50.4
1958,66.4,48.4
1959,74.3,55.0
1960,59.4,34.3
1961,83.3,50.0
1962,74.3,50.0
1963,57.4,43.0
1964,72.3,48.0
1965,80.1,48.9
1966,46.0,41.0
1967,52.0,39.0
1968,77.4,46.4
1969,62.4,39.9
1973,66.9,45.0
1974,64.0,50.0
1975,64.9,46.0
1976,64.9,39.9
1977,77.0,47.8
1978,77.0,59.9
1979,57.0,43.9
1980,64.9,48.0
1981,62.1,30.9
1982,89.1,57.9
1983,75.0,39.9
1984,71.1,46.0
1985,87.1,60.1
1986,64.9,50.0
1987,71.1,46.0
1988,80.1,45.0
1989,63.0,36.0
1990,62.1,37.0
1991,84.9,55.9
1992,84.0,61.0
1993,84.0,53.1
1994,77.0,41.0
1995,71.1,48.9
1996,52.0,37.0
1997,62.1,44.1
1998,79.0,48.9
1999,71.1,51.8
2000,84.9,57.9
2001,64.0,39.9
2002,50.0,44.6
2003,71.1,48.0
2004,84.9,53.1
2005,64.0,42.1
2006,59.0,36.0
2007,70.0,46.0
2008,57.9,39.9
2009,71.1,39.0
2010,52.0,44.1
2011,87.1,57.9
2012,78.1,43.0
2013,60.1,37.0
2014,84.0,64.0
2015,68.0,46.9
2016,70.0,51.1
2017,73.0,45.0
2018,52.0,44.1
