YEAR,MAX,MIN
1947,69.3,60.3
1948,54.3,45.3
1949,85.3,45.3
1950,71.2,54.3
1951,67.3,35.4
1952,69.3,43.3
1953,57.4,36.3
1954,63.3,38.3
1955,65.3,55.4
1956,86.4,70.3
1957,67.3,48.4
1958,79.3,41.4
1959,64.9,47.3
1960,63.3,37.9
1961,86.4,61.0
1962,84.4,57.0
1963,79.3,51.1
1964,64.0,40.3
1965,77.0,45.0
1966,44.1,41.0
1967,59.0,42.1
1968,77.4,43.0
1969,68.4,46.0
1973,57.0,45.0
1974,55.9,38.8
1975,72.0,37.0
1976,72.0,46.9
1977,82.0,56.8
1978,77.0,45.0
1979,64.9,41.0
1980,68.0,45.0
1981,62.1,46.0
1982,86.0,51.1
1983,75.9,64.0
1984,72.0,46.0
1985,80.1,48.0
1986,73.9,46.9
1987,77.0,39.9
1988,80.1,52.0
1989,63.0,37.9
1990,63.0,46.0
1991,88.0,63.0
1992,77.0,54.0
1993,57.0,39.9
1994,73.0,41.0
1995,71.1,48.9
1996,55.9,34.0
1997,60.1,39.0
1998,78.1,59.0
1999,57.9,50.0
2000,68.0,50.0
2001,68.0,37.0
2002,55.9,44.1
2003,73.0,48.9
2004,84.9,64.9
2005,73.0,42.1
2006,50.0,36.0
2007,69.1,43.0
2008,73.0,39.9
2009,71.1,39.0
2010,73.0,44.1
2011,86.0,53.1
2012,72.0,53.1
2013,64.0,36.0
2014,84.0,55.9
2015,55.9,39.9
2016,70.0,48.0
2017,82.0,45.0
2018,66.9,44.1
