YEAR,MAX,MIN
1947,91.2,65.3
1948,83.3,68.0
1949,88.3,69.3
1950,79.3,55.4
1951,74.3,60.3
1952,96.3,66.4
1953,84.4,67.3
1954,82.4,52.3
1955,85.3,54.3
1956,80.2,57.4
1957,72.3,61.3
1958,83.3,56.3
1959,88.3,78.1
1960,83.3,66.0
1961,90.3,62.1
1962,90.3,57.0
1963,86.0,64.4
1964,91.4,61.3
1965,88.0,75.0
1966,80.1,69.1
1967,75.0,62.1
1968,76.3,57.0
1969,85.3,69.1
1973,73.0,63.0
1974,78.1,53.1
1975,84.9,72.0
1976,88.0,65.8
1977,90.9,72.9
1978,84.0,61.0
1979,86.9,66.9
1980,87.1,62.1
1981,88.0,66.0
1982,82.9,54.0
1983,84.0,63.0
1984,80.1,57.0
1985,81.0,64.9
1986,82.0,68.0
1987,84.0,54.0
1988,86.0,51.1
1989,80.1,57.0
1990,88.0,60.1
1991,93.0,68.0
1992,80.1,44.1
1993,84.0,61.0
1994,84.0,57.9
1995,82.0,66.9
1996,91.9,59.0
1997,87.1,61.0
1998,87.1,68.0
1999,84.9,71.1
2000,77.0,55.0
2001,87.1,63.0
2002,86.0,61.0
2003,82.9,57.0
2004,80.1,53.1
2005,95.0,68.0
2006,81.0,57.9
2007,75.9,62.1
2008,84.0,66.0
2009,89.1,62.1
2010,84.9,69.1
2011,81.0,63.0
2012,99.0,75.9
2013,90.0,64.0
2014,88.0,59.0
2015,79.0,54.0
2016,90.0,63.0
2017,80.1,50.0
2018,88.0,68.0
