YEAR,MAX,MIN
1947,27.3,12.4
1948,38.3,30.4
1949,41.4,31.3
1950,44.4,32.4
1951,36.3,10.4
1952,32.4,21.4
1953,33.4,30.4
1954,40.3,21.4
1955,38.3,31.3
1956,32.4,16.3
1957,36.3,30.4
1958,35.4,15.4
1959,19.4,7.3
1960,39.4,25.0
1961,31.3,6.1
1962,7.0,-12.6
1963,40.3,33.4
1964,34.0,7.3
1965,34.0,10.0
1966,43.3,12.9
1967,32.0,17.1
1968,26.4,10.4
1969,27.0,2.3
1973,18.0,5.0
1974,21.9,7.0
1975,37.9,34.0
1976,10.9,0.0
1977,18.9,0.0
1978,6.1,-4.0
1979,16.0,-2.0
1980,19.0,9.0
1981,19.9,5.0
1982,19.9,-13.0
1983,43.0,24.1
1984,28.9,17.1
1985,30.0,12.0
1986,35.1,14.0
1987,32.0,19.9
1988,19.0,-2.9
1989,23.0,6.1
1990,46.9,28.0
1991,30.0,19.9
1992,44.1,35.1
1993,28.0,14.0
1994,23.0,-7.1
1995,23.0,3.9
1996,30.9,19.9
1997,28.4,24.1
1998,33.8,28.4
1999,19.0,3.0
2000,45.0,29.1
2001,26.1,10.0
2002,54.0,37.4
2003,50.0,35.6
2004,28.9,19.0
2005,33.1,25.0
2006,45.0,32.0
2007,39.0,26.1
2008,55.9,30.0
2009,28.9,12.0
2010,27.0,6.1
2011,30.9,9.0
2012,46.0,25.0
2013,50.0,23.2
2014,23.0,-6.0
2015,18.0,-8.0
2016,42.1,32.0
2017,28.0,3.0
2018,37.0,26.1
