YEAR,MAX,MIN
1947,52.3,43.3
1948,50.4,34.3
1949,44.4,31.3
1950,40.3,33.4
1951,49.3,34.3
1952,40.3,25.3
1953,56.3,42.4
1954,46.4,31.3
1955,44.4,19.4
1956,42.4,33.4
1957,52.3,27.3
1958,42.4,22.5
1959,65.3,32.0
1960,30.4,15.1
1961,43.3,36.0
1962,41.4,33.1
1963,72.3,30.4
1964,55.4,26.1
1965,28.0,21.0
1966,60.4,27.3
1967,45.0,32.0
1968,41.4,24.1
1969,66.4,43.3
1973,55.9,32.0
1974,46.9,16.9
1975,53.1,37.0
1976,61.0,32.0
1977,46.0,32.9
1978,57.9,29.8
1979,68.9,54.0
1980,53.1,21.9
1981,60.1,23.0
1982,54.0,28.9
1983,32.0,12.9
1984,45.0,25.0
1985,46.9,26.1
1986,60.1,28.0
1987,66.0,28.9
1988,66.9,55.9
1989,55.0,19.9
1990,51.1,23.0
1991,64.0,39.9
1992,44.1,17.1
1993,42.1,33.1
1994,73.0,37.0
1995,46.9,30.0
1996,53.1,24.1
1997,37.9,30.9
1998,44.1,34.0
1999,53.1,24.1
2000,62.1,37.4
2001,55.9,28.2
2002,51.1,14.0
2003,63.0,39.0
2004,60.1,19.2
2005,42.1,31.1
2006,48.9,25.2
2007,64.0,44.1
2008,42.1,26.1
2009,61.0,36.0
2010,59.0,28.0
2011,42.1,32.0
2012,82.9,57.0
2013,41.0,19.9
2014,41.0,19.9
2015,35.1,26.1
2016,57.9,37.4
2017,50.0,28.0
2018,50.0,22.1
