YEAR,MAX,MIN
1947,15.4,0.3
1948,34.3,26.4
1949,42.4,24.4
1950,25.3,8.4
1951,33.4,24.4
1952,29.3,16.3
1953,26.4,12.4
1954,38.3,32.4
1955,44.4,38.3
1956,45.3,18.3
1957,35.4,24.4
1958,31.3,8.4
1959,8.4,-13.0
1960,21.0,9.0
1961,38.3,12.9
1962,40.3,32.4
1963,33.4,26.1
1964,41.4,26.1
1965,42.1,34.0
1966,49.3,19.9
1967,33.1,25.0
1968,28.4,-7.1
1969,21.4,-4.0
1973,16.0,6.1
1974,19.0,6.1
1975,37.9,12.0
1976,27.0,1.9
1977,30.0,23.0
1978,36.0,23.9
1979,3.9,-11.0
1980,32.0,25.0
1981,21.9,-9.0
1982,37.0,10.9
1983,39.0,17.1
1984,37.9,19.9
1985,34.0,23.0
1986,30.9,3.9
1987,39.0,19.9
1988,-2.0,-11.0
1989,36.0,9.0
1990,46.0,21.0
1991,30.0,19.0
1992,37.9,32.0
1993,46.9,28.0
1994,30.9,10.0
1995,19.0,-0.9
1996,25.0,10.9
1997,52.0,21.0
1998,55.6,42.1
1999,3.9,-15.0
2000,26.1,12.2
2001,36.0,19.9
2002,37.9,18.0
2003,34.0,15.1
2004,33.1,14.0
2005,34.0,26.6
2006,37.9,33.1
2007,52.0,39.0
2008,43.0,21.9
2009,37.0,10.9
2010,23.0,7.0
2011,30.0,8.1
2012,48.9,23.0
2013,39.0,12.9
2014,30.9,7.0
2015,12.9,-2.9
2016,33.1,17.1
2017,19.0,6.1
2018,12.0,-0.9
