YEAR,MAX,MIN
1947,26.4,-0.6
1948,35.4,10.4
1949,31.3,26.4
1950,39.4,23.4
1951,27.3,9.3
1952,28.4,14.4
1953,43.3,30.4
1954,27.3,9.3
1955,34.3,27.3
1956,23.4,10.4
1957,51.3,33.4
1958,33.4,32.4
1959,28.4,7.3
1960,17.4,6.1
1961,14.0,-0.9
1962,28.4,12.0
1963,11.3,-17.0
1964,50.4,34.0
1965,37.0,9.0
1966,30.4,25.3
1967,50.0,36.0
1968,43.3,25.0
1969,40.3,36.0
1973,34.0,28.0
1974,39.0,34.9
1975,37.0,21.9
1976,28.0,10.9
1977,21.9,7.0
1978,25.9,5.0
1979,36.0,25.9
1980,34.0,15.1
1981,44.1,24.1
1982,32.0,17.1
1983,37.0,16.0
1984,6.1,-22.0
1985,17.1,-9.9
1986,54.0,26.1
1987,28.9,15.1
1988,37.9,26.1
1989,37.0,17.1
1990,39.0,21.9
1991,36.0,10.0
1992,39.9,15.1
1993,37.9,35.1
1994,21.0,-11.9
1995,33.1,21.9
1996,34.0,7.0
1997,39.9,24.1
1998,30.9,28.4
1999,41.0,33.1
2000,19.0,-2.9
2001,25.0,9.0
2002,36.0,23.0
2003,21.9,6.1
2004,36.0,10.0
2005,28.0,19.9
2006,46.0,18.0
2007,28.9,12.0
2008,25.0,-5.1
2009,28.0,10.9
2010,35.1,24.1
2011,19.0,-4.0
2012,25.0,5.0
2013,18.0,8.1
2014,24.1,1.0
2015,36.0,30.0
2016,28.9,9.0
2017,59.0,37.9
2018,45.0,35.1
