YEAR,MAX,MIN
1947,70.3,48.4
1948,63.3,46.4
1949,74.3,45.3
1950,81.3,64.4
1951,80.2,61.3
1952,63.3,45.3
1953,86.4,50.4
1954,77.4,60.3
1955,69.3,43.3
1956,78.3,61.3
1957,72.3,43.3
1958,65.3,38.3
1959,76.3,53.1
1960,64.4,50.4
1961,52.3,30.0
1962,68.4,60.1
1963,82.4,55.4
1964,71.4,46.4
1965,73.4,44.1
1966,68.0,35.1
1967,82.9,61.0
1968,79.0,58.3
1969,79.0,62.1
1973,73.0,59.9
1974,50.0,28.0
1975,55.9,37.9
1976,81.9,48.9
1977,62.1,46.9
1978,73.0,46.9
1979,61.0,56.8
1980,80.1,43.0
1981,51.1,34.9
1982,80.1,48.9
1983,87.1,46.0
1984,66.9,33.1
1985,63.0,34.0
1986,64.0,57.0
1987,73.0,37.0
1988,70.0,53.1
1989,79.0,51.1
1990,73.0,39.0
1991,80.1,63.0
1992,78.1,41.0
1993,66.9,42.1
1994,62.1,51.1
1995,78.1,50.0
1996,68.0,57.0
1997,79.0,43.0
1998,57.0,43.0
1999,60.1,42.1
2000,82.9,61.0
2001,80.1,48.0
2002,75.0,60.8
2003,53.1,30.9
2004,73.9,37.9
2005,84.0,51.1
2006,75.9,60.1
2007,78.1,57.0
2008,61.0,42.1
2009,59.0,41.0
2010,73.0,48.0
2011,66.0,41.0
2012,69.1,46.9
2013,79.0,62.1
2014,72.0,48.9
2015,60.1,51.1
2016,64.9,55.9
2017,82.9,48.0
2018,72.0,57.0
