YEAR,MAX,MIN
1947,72.3,57.4
1948,68.4,52.3
1949,66.4,43.3
1950,89.2,64.4
1951,65.3,53.4
1952,90.3,70.3
1953,87.3,56.3
1954,78.3,60.3
1955,69.3,58.3
1956,79.3,64.4
1957,64.4,48.4
1958,75.4,57.4
1959,91.4,68.0
1960,72.3,48.0
1961,75.0,60.4
1962,85.3,53.1
1963,89.4,63.3
1964,92.3,55.9
1965,81.0,62.1
1966,75.9,57.0
1967,84.0,70.0
1968,91.4,66.0
1969,59.4,45.3
1973,84.9,64.9
1974,75.0,66.0
1975,66.9,48.0
1976,89.1,63.0
1977,72.9,55.9
1978,79.0,48.0
1979,91.9,70.0
1980,80.1,48.9
1981,86.0,54.0
1982,91.9,53.1
1983,81.0,43.0
1984,86.0,66.0
1985,95.0,62.1
1986,80.1,55.0
1987,90.0,66.9
1988,93.9,60.1
1989,84.0,60.1
1990,80.1,54.0
1991,82.0,51.1
1992,78.1,48.0
1993,80.1,59.0
1994,62.1,48.9
1995,78.1,50.0
1996,61.0,45.0
1997,70.0,52.0
1998,66.9,44.1
1999,91.0,69.1
2000,88.0,66.0
2001,73.9,48.0
2002,82.0,50.0
2003,77.0,55.0
2004,91.0,73.9
2005,91.9,61.0
2006,84.9,60.1
2007,91.0,66.0
2008,84.9,66.9
2009,80.1,51.8
2010,70.0,54.0
2011,96.1,75.0
2012,88.0,54.0
2013,73.9,48.9
2014,84.0,54.0
2015,84.0,55.0
2016,70.0,51.1
2017,82.9,53.1
2018,81.0,60.1
