YEAR,MAX,MIN
1947,16.3,10.4
1948,42.4,23.4
1949,37.4,29.3
1950,29.3,8.4
1951,37.4,26.4
1952,36.3,22.5
1953,50.4,23.4
1954,44.4,36.3
1955,43.3,17.4
1956,31.3,17.4
1957,32.4,28.4
1958,42.4,26.4
1959,39.4,29.3
1960,29.3,18.0
1961,50.4,38.3
1962,26.4,8.1
1963,22.3,3.9
1964,28.4,15.4
1965,21.0,10.0
1966,32.4,25.3
1967,23.0,6.1
1968,37.4,7.0
1969,40.3,35.1
1973,39.0,26.1
1974,34.9,10.9
1975,37.0,33.1
1976,41.0,21.0
1977,57.9,36.0
1978,26.1,18.0
1979,39.9,30.9
1980,39.9,34.0
1981,48.0,32.9
1982,48.9,22.8
1983,48.0,33.1
1984,60.1,32.0
1985,50.0,37.0
1986,32.0,16.0
1987,46.0,25.0
1988,48.0,19.0
1989,24.1,3.9
1990,41.0,26.1
1991,44.1,19.9
1992,50.0,30.9
1993,24.1,10.9
1994,28.9,23.0
1995,51.1,28.0
1996,54.0,32.0
1997,34.0,28.9
1998,48.9,35.1
1999,33.1,25.0
2000,64.9,51.1
2001,28.9,18.0
2002,48.0,21.9
2003,26.1,12.0
2004,45.0,23.2
2005,36.0,19.9
2006,46.0,24.1
2007,39.9,23.0
2008,33.1,19.0
2009,27.0,9.0
2010,33.8,27.0
2011,33.8,24.1
2012,44.1,28.9
2013,34.0,23.0
2014,35.1,15.1
2015,10.9,-4.0
2016,45.0,26.1
2017,68.0,37.9
2018,44.1,29.1
