YEAR,MAX,MIN
1947,73.4,53.4
1948,53.4,43.3
1949,85.3,62.4
1950,56.3,51.3
1951,54.3,34.3
1952,58.3,26.4
1953,63.3,35.4
1954,55.4,46.4
1955,65.3,43.3
1956,75.4,45.3
1957,70.3,39.4
1958,69.3,59.4
1959,73.4,43.3
1960,68.4,45.0
1961,76.3,46.0
1962,64.9,55.4
1963,75.4,41.0
1964,64.9,40.3
1965,56.3,46.9
1966,77.0,55.0
1967,66.0,54.0
1968,64.4,44.4
1969,62.1,46.0
1973,75.0,55.9
1974,66.0,35.1
1975,73.9,55.9
1976,55.9,41.9
1977,60.1,48.9
1978,57.9,30.9
1979,66.9,46.9
1980,75.9,41.0
1981,57.9,37.0
1982,75.0,39.9
1983,77.0,45.0
1984,73.9,60.1
1985,71.1,54.0
1986,73.9,55.9
1987,55.9,25.0
1988,63.0,34.0
1989,55.0,34.0
1990,60.1,50.0
1991,75.0,33.1
1992,70.0,44.1
1993,81.0,57.9
1994,75.0,51.1
1995,63.0,42.1
1996,50.0,46.0
1997,82.9,62.1
1998,60.1,52.0
1999,73.0,44.1
2000,48.9,31.1
2001,64.9,29.1
2002,66.0,41.0
2003,80.1,41.0
2004,72.0,62.1
2005,54.0,43.0
2006,72.0,39.9
2007,87.1,66.0
2008,64.0,55.0
2009,60.1,45.0
2010,79.0,48.0
2011,84.0,54.0
2012,60.1,34.0
2013,75.0,43.0
2014,66.0,44.1
2015,77.0,50.0
2016,70.0,39.9
2017,79.0,54.0
2018,84.9,57.0
