YEAR,MAX,MIN
1947,83.3,74.3
1948,84.4,59.4
1949,87.3,66.4
1950,78.3,62.4
1951,88.3,61.3
1952,86.4,74.3
1953,86.4,67.3
1954,91.2,70.3
1955,83.3,68.4
1956,80.2,58.3
1957,84.4,65.3
1958,75.4,63.3
1959,86.0,71.1
1960,83.3,68.0
1961,86.4,61.0
1962,81.3,57.4
1963,90.3,71.1
1964,87.1,64.4
1965,77.0,59.0
1966,95.0,66.9
1967,77.0,66.0
1968,86.4,73.0
1969,81.0,72.0
1973,86.0,63.0
1974,84.9,73.9
1975,87.1,72.0
1976,88.0,61.0
1977,90.9,73.0
1978,84.0,72.9
1979,82.0,45.0
1980,90.0,68.0
1981,90.0,62.1
1982,93.0,73.9
1983,93.0,70.0
1984,78.1,55.9
1985,82.9,51.1
1986,93.9,73.9
1987,91.0,64.0
1988,89.1,66.9
1989,89.1,55.0
1990,88.0,69.1
1991,96.1,68.0
1992,84.0,57.0
1993,90.0,66.0
1994,87.1,63.0
1995,87.1,63.0
1996,88.0,69.8
1997,88.0,69.8
1998,86.0,66.0
1999,84.9,68.0
2000,88.0,62.1
2001,86.0,72.0
2002,91.9,66.0
2003,86.0,64.0
2004,79.0,62.1
2005,97.0,70.0
2006,91.0,71.6
2007,84.9,68.0
2008,89.1,71.1
2009,72.0,57.0
2010,93.0,71.1
2011,95.0,69.1
2012,99.0,75.9
2013,95.0,75.9
2014,79.0,54.0
2015,91.9,71.1
2016,88.0,61.0
2017,89.1,55.9
2018,81.0,63.0
