YEAR,MAX,MIN
1946,40.3,20.3
1947,36.3,11.3
1948,37.4,17.4
1949,36.3,26.4
1950,35.4,10.4
1951,54.3,35.4
1952,28.4,20.3
1953,37.4,27.3
1954,36.3,30.4
1955,29.3,17.4
1956,36.3,29.3
1957,47.3,19.4
1958,32.4,16.3
1959,45.3,30.0
1960,34.3,12.4
1961,43.3,32.0
1962,64.4,25.3
1963,30.0,11.3
1964,24.4,9.0
1965,49.3,24.1
1966,34.0,14.0
1967,36.0,27.0
1968,37.4,30.9
1969,42.1,33.1
1973,44.1,32.0
1974,35.1,32.0
1975,27.0,17.1
1976,24.1,14.9
1977,39.0,30.9
1978,30.9,23.0
1979,28.9,23.0
1980,54.9,32.0
1981,46.9,34.0
1982,57.9,39.9
1983,24.1,18.0
1984,42.1,27.0
1985,50.0,19.9
1986,44.1,28.9
1987,39.9,30.0
1988,36.0,23.0
1989,46.9,24.1
1990,48.9,30.9
1991,35.1,23.0
1992,37.0,30.0
1993,46.9,25.0
1994,52.0,21.9
1995,48.0,25.0
1996,39.9,26.1
1997,41.0,33.8
1998,57.0,33.1
1999,44.6,28.0
2000,36.0,30.9
2001,48.0,35.1
2002,39.9,12.9
2003,54.0,30.0
2004,39.9,25.0
2005,28.9,19.9
2006,33.8,24.8
2007,35.1,19.0
2008,39.0,24.1
2009,55.0,30.2
2010,28.0,21.2
2011,48.2,28.0
2012,57.2,32.0
2013,50.0,28.9
2014,33.1,17.6
2015,44.1,37.9
2016,45.0,34.0
2017,54.0,28.0
2018,42.1,28.2
