YEAR,MAX,MIN
1947,89.2,65.3
1948,90.3,67.3
1949,79.3,68.4
1950,91.2,65.3
1951,72.3,57.4
1952,93.4,68.4
1953,85.3,62.4
1954,93.4,73.4
1955,77.4,63.3
1956,84.4,70.3
1957,82.4,65.3
1958,81.3,58.3
1959,79.3,55.9
1960,90.3,64.9
1961,81.3,65.3
1962,87.4,64.4
1963,88.3,60.4
1964,69.4,52.3
1965,82.0,54.0
1966,91.0,77.0
1967,81.0,61.0
1968,86.4,56.3
1969,89.1,70.0
1973,90.0,57.9
1974,86.0,63.0
1975,73.9,57.0
1976,93.9,59.9
1977,91.9,72.9
1978,75.0,56.8
1979,91.9,68.9
1980,95.0,72.0
1981,93.9,60.1
1982,82.0,55.9
1983,93.0,64.9
1984,87.1,62.1
1985,84.9,57.0
1986,82.0,66.0
1987,91.0,69.1
1988,90.0,59.0
1989,86.0,64.9
1990,73.0,59.0
1991,86.0,66.0
1992,84.9,61.0
1993,81.0,64.9
1994,91.0,71.1
1995,96.1,69.1
1996,82.0,64.0
1997,87.1,62.1
1998,82.9,59.0
1999,81.0,54.0
2000,80.1,64.0
2001,80.1,57.9
2002,79.0,57.0
2003,81.0,61.0
2004,87.1,61.0
2005,89.1,63.0
2006,81.0,66.9
2007,80.1,61.0
2008,88.0,64.0
2009,84.9,57.9
2010,84.0,64.4
2011,88.0,71.1
2012,91.0,64.0
2013,82.9,57.9
2014,81.0,60.1
2015,82.9,61.0
2016,90.0,69.1
2017,84.9,68.0
2018,87.1,66.9
