YEAR,MAX,MIN
1947,10.4,-1.7
1948,27.3,16.3
1949,25.3,-3.6
1950,40.3,24.4
1951,33.4,7.3
1952,34.3,27.3
1953,45.3,37.4
1954,39.4,32.4
1955,35.4,27.3
1956,39.4,15.4
1957,38.3,12.4
1958,35.4,27.3
1959,30.0,3.0
1960,39.4,33.4
1961,30.4,9.3
1962,44.1,5.4
1963,42.4,12.4
1964,55.4,28.4
1965,39.9,3.0
1966,24.4,-0.6
1967,33.1,21.9
1968,47.3,21.9
1969,35.1,17.1
1973,50.0,36.0
1974,27.0,21.9
1975,35.1,34.0
1976,27.0,14.0
1977,30.9,1.9
1978,21.9,11.8
1979,7.0,-14.1
1980,25.0,12.9
1981,21.9,-4.0
1982,18.0,-2.0
1983,26.1,3.0
1984,35.1,17.1
1985,21.9,15.1
1986,37.0,32.0
1987,41.0,21.0
1988,25.0,-0.9
1989,16.0,1.0
1990,51.1,27.0
1991,51.1,27.0
1992,41.0,24.1
1993,52.0,23.0
1994,27.0,10.0
1995,26.1,3.0
1996,21.0,-14.1
1997,34.0,30.0
1998,34.0,28.9
1999,37.0,19.9
2000,30.9,15.1
2001,34.0,26.1
2002,30.0,10.0
2003,32.0,8.1
2004,28.0,21.0
2005,55.0,22.1
2006,34.0,21.0
2007,5.0,-9.9
2008,44.1,32.0
2009,25.0,-4.0
2010,35.1,21.0
2011,28.0,3.9
2012,45.0,28.9
2013,34.0,6.1
2014,25.0,7.0
2015,25.0,-2.0
2016,34.0,21.0
2017,37.9,12.0
2018,12.0,-2.0
