YEAR,MAX,MIN
1947,13.5,2.5
1948,23.4,-0.6
1949,39.4,19.4
1950,34.3,30.4
1951,3.4,-12.6
1952,37.4,28.4
1953,34.3,26.4
1954,44.4,30.4
1955,31.3,23.4
1956,41.4,34.3
1957,33.4,31.3
1958,10.4,-7.6
1959,36.0,19.9
1960,42.4,26.1
1961,43.3,25.0
1962,27.3,6.1
1963,28.0,14.0
1964,32.4,12.4
1965,44.1,27.0
1966,52.3,37.4
1967,21.9,0.0
1968,34.3,25.0
1969,35.4,30.4
1973,34.0,7.0
1974,23.0,5.0
1975,25.0,10.0
1976,37.0,28.0
1977,25.0,7.0
1978,26.1,3.9
1979,19.9,-3.1
1980,30.0,19.0
1981,35.1,5.0
1982,21.0,1.0
1983,33.1,7.9
1984,42.1,1.0
1985,19.0,-6.2
1986,30.0,21.9
1987,51.1,25.0
1988,27.0,6.1
1989,21.0,-5.4
1990,61.0,33.1
1991,41.0,25.0
1992,34.0,14.0
1993,37.0,26.1
1994,17.1,6.1
1995,19.9,5.0
1996,44.1,32.0
1997,30.9,26.1
1998,39.9,30.9
1999,42.1,26.6
2000,37.0,10.0
2001,44.6,33.8
2002,43.0,24.1
2003,30.2,10.0
2004,30.0,5.0
2005,45.0,27.0
2006,33.1,19.9
2007,10.9,-4.0
2008,36.0,23.0
2009,55.9,30.0
2010,30.9,19.9
2011,32.0,6.1
2012,37.0,27.0
2013,34.0,23.0
2014,15.8,6.1
2015,41.0,18.1
2016,43.0,27.0
2017,50.0,25.0
2018,21.0,7.0
