YEAR,MAX,MIN
1947,88.3,67.3
1948,79.3,52.3
1949,80.2,58.3
1950,74.3,58.3
1951,80.2,61.3
1952,84.4,66.4
1953,84.4,70.3
1954,83.3,63.3
1955,96.3,68.4
1956,78.3,65.3
1957,90.3,70.3
1958,85.3,64.4
1959,83.3,57.4
1960,90.3,69.1
1961,84.4,63.3
1962,83.3,53.4
1963,91.4,64.0
1964,96.4,75.9
1965,71.1,55.0
1966,82.0,66.9
1967,84.0,68.0
1968,80.4,53.4
1969,80.1,59.0
1973,77.0,59.0
1974,73.9,62.1
1975,79.0,73.0
1976,77.9,55.9
1977,81.9,63.0
1978,79.0,68.0
1979,82.0,59.0
1980,90.0,68.0
1981,87.1,57.0
1982,84.9,64.0
1983,87.1,62.1
1984,89.1,62.1
1985,77.0,51.1
1986,81.0,61.0
1987,97.0,77.0
1988,100.0,78.1
1989,84.9,63.0
1990,81.0,51.1
1991,100.0,63.0
1992,78.1,57.9
1993,84.9,59.0
1994,86.0,68.0
1995,81.0,70.0
1996,77.0,57.9
1997,91.0,72.0
1998,84.0,62.1
1999,80.1,64.9
2000,87.1,64.9
2001,91.9,73.0
2002,93.9,71.1
2003,84.9,60.1
2004,88.0,64.9
2005,93.0,64.9
2006,99.0,80.1
2007,91.9,69.1
2008,89.1,66.9
2009,78.1,57.0
2010,86.0,64.9
2011,93.0,73.9
2012,93.0,66.0
2013,84.0,61.0
2014,86.0,59.0
2015,91.0,64.0
2016,87.1,64.9
2017,87.1,66.0
2018,84.9,63.0
