YEAR,MAX,MIN
1947,75.4,44.4
1948,91.2,59.4
1949,85.3,60.3
1950,73.4,42.4
1951,61.3,46.4
1952,72.3,49.3
1953,93.4,66.4
1954,59.4,49.3
1955,86.4,65.3
1956,80.2,49.3
1957,81.3,54.3
1958,78.3,57.4
1959,85.3,61.0
1960,86.4,63.3
1961,82.4,48.4
1962,80.4,57.9
1963,87.4,61.0
1964,72.3,46.0
1965,75.0,53.1
1966,87.1,64.9
1967,79.0,51.1
1968,83.3,48.4
1969,70.3,43.0
1973,77.0,65.8
1974,82.9,63.0
1975,82.0,60.1
1976,79.0,50.0
1977,95.0,57.9
1978,79.0,45.9
1979,87.1,61.9
1980,72.0,50.0
1981,81.0,57.9
1982,61.0,43.0
1983,79.0,53.1
1984,84.0,48.9
1985,66.0,44.1
1986,82.0,55.0
1987,78.1,52.0
1988,79.0,45.0
1989,75.9,48.0
1990,71.1,46.0
1991,77.0,57.9
1992,80.1,50.0
1993,54.0,46.0
1994,79.0,41.0
1995,79.0,54.0
1996,66.9,54.9
1997,72.0,46.0
1998,64.9,50.0
1999,77.0,50.0
2000,64.0,45.0
2001,55.0,48.0
2002,70.0,53.1
2003,68.0,52.0
2004,72.0,44.1
2005,86.0,57.0
2006,77.0,52.0
2007,78.1,61.0
2008,75.9,53.6
2009,68.0,42.1
2010,82.9,55.9
2011,91.0,71.6
2012,81.0,57.0
2013,72.0,43.0
2014,81.0,59.0
2015,81.0,50.0
2016,84.0,55.0
2017,91.9,57.0
2018,80.1,55.0
