YEAR,MAX,MIN
1947,24.4,-4.5
1948,29.3,14.4
1949,21.4,-1.7
1950,31.3,23.4
1951,12.4,-16.6
1952,35.4,29.3
1953,35.4,15.4
1954,42.4,28.4
1955,30.4,23.4
1956,30.4,24.4
1957,30.4,23.4
1958,19.4,10.4
1959,16.3,-9.0
1960,30.0,24.1
1961,21.0,10.9
1962,31.3,10.0
1963,35.4,-0.6
1964,37.0,23.0
1965,3.9,-13.0
1966,28.4,12.4
1967,30.9,21.0
1968,44.1,26.4
1969,33.4,19.9
1973,48.0,35.1
1974,30.0,28.0
1975,37.0,23.0
1976,7.0,-9.9
1977,30.9,3.9
1978,18.0,5.9
1979,21.0,11.8
1980,21.9,-2.9
1981,36.0,5.0
1982,30.9,-0.9
1983,34.0,28.0
1984,45.0,18.0
1985,7.0,-14.1
1986,46.0,30.0
1987,48.0,25.0
1988,36.0,18.0
1989,30.0,25.0
1990,36.0,28.9
1991,48.0,18.0
1992,50.0,24.1
1993,37.9,18.0
1994,23.0,6.1
1995,42.1,32.0
1996,10.0,-15.0
1997,42.1,33.1
1998,43.0,32.0
1999,43.0,37.0
2000,25.0,10.4
2001,32.0,-2.0
2002,34.0,8.1
2003,39.0,33.1
2004,30.9,24.1
2005,36.0,16.0
2006,48.0,27.0
2007,24.1,6.1
2008,30.0,24.1
2009,36.0,17.1
2010,32.0,14.0
2011,23.0,17.1
2012,48.0,30.9
2013,23.0,8.1
2014,30.9,8.1
2015,30.9,6.1
2016,45.0,30.0
2017,37.9,14.0
2018,19.0,5.0
