YEAR,MAX,MIN
1947,46.4,31.3
1948,43.3,37.4
1949,70.3,41.4
1950,32.4,21.4
1951,39.4,33.4
1952,52.3,40.3
1953,43.3,30.4
1954,69.3,40.3
1955,69.3,58.3
1956,59.4,28.4
1957,40.3,22.5
1958,68.4,37.4
1959,56.3,30.0
1960,76.3,53.1
1961,55.4,34.0
1962,43.3,30.0
1963,55.4,32.4
1964,63.3,51.1
1965,54.0,35.1
1966,52.0,37.0
1967,70.0,46.0
1968,73.9,57.9
1969,64.4,37.0
1973,46.9,25.9
1974,70.0,47.8
1975,55.0,28.9
1976,69.1,32.0
1977,82.9,52.0
1978,66.9,37.0
1979,77.0,48.9
1980,46.9,23.9
1981,77.0,43.0
1982,61.0,33.1
1983,70.0,35.1
1984,57.0,41.0
1985,75.9,43.0
1986,55.9,37.0
1987,59.0,39.0
1988,73.0,32.0
1989,53.1,28.9
1990,52.0,25.0
1991,50.0,42.1
1992,42.1,33.1
1993,48.9,30.9
1994,57.9,39.9
1995,59.0,35.1
1996,48.0,37.9
1997,46.9,30.0
1998,68.0,57.0
1999,60.1,37.9
2000,63.0,29.1
2001,66.0,41.0
2002,66.9,42.1
2003,66.9,28.9
2004,46.0,30.0
2005,54.0,39.0
2006,80.1,52.0
2007,51.1,32.0
2008,42.1,33.1
2009,51.1,27.1
2010,70.0,44.1
2011,68.0,36.0
2012,66.0,32.0
2013,45.0,34.0
2014,75.0,42.8
2015,64.9,54.0
2016,55.9,30.2
2017,59.0,42.1
2018,48.0,39.9
