YEAR,MAX,MIN
1946,76.3,47.3
1947,75.4,41.4
1948,55.4,36.3
1949,65.3,54.3
1950,66.4,52.3
1951,66.4,35.4
1952,68.4,35.4
1953,62.4,42.4
1954,66.4,62.4
1955,77.4,46.4
1956,64.4,41.4
1957,57.4,35.4
1958,54.3,36.3
1959,57.0,37.4
1960,80.4,53.1
1961,77.4,55.4
1962,88.3,64.9
1963,72.3,50.4
1964,56.3,24.4
1965,65.3,43.3
1966,66.0,41.0
1967,46.9,42.1
1968,66.4,41.0
1969,62.1,53.1
1973,82.0,66.0
1974,75.9,46.9
1975,66.0,37.0
1976,71.1,41.0
1977,68.0,41.0
1978,62.1,52.0
1979,57.9,37.9
1980,66.9,39.0
1981,64.9,34.9
1982,64.9,45.0
1983,75.0,35.1
1984,64.9,55.9
1985,57.0,37.9
1986,69.1,42.1
1987,48.9,28.9
1988,66.9,39.9
1989,78.1,39.0
1990,59.0,32.0
1991,64.9,42.1
1992,60.1,42.1
1993,57.0,30.0
1994,61.0,34.0
1995,79.0,43.0
1996,57.0,27.0
1997,75.9,46.9
1998,69.1,43.0
1999,79.0,42.1
2000,66.0,36.0
2001,64.9,51.1
2002,73.0,48.0
2003,78.1,50.0
2004,63.0,42.1
2005,63.0,44.1
2006,57.9,42.1
2007,54.0,46.9
2008,79.0,42.1
2009,48.0,28.9
2010,84.0,55.0
2011,79.0,54.0
2012,66.9,35.1
2013,75.9,46.9
2014,59.0,36.0
2015,79.0,43.0
2016,73.0,45.0
2017,63.0,57.0
2018,75.9,43.0
