YEAR,MAX,MIN
1946,80.2,53.4
1947,64.4,39.4
1948,60.3,36.3
1949,83.3,65.3
1950,69.3,41.4
1951,60.3,36.3
1952,53.4,45.3
1953,74.3,44.4
1954,66.4,63.3
1955,75.4,49.3
1956,56.3,31.3
1957,57.4,41.4
1958,68.4,43.3
1959,62.4,41.0
1960,79.3,46.9
1961,80.4,60.1
1962,87.4,43.3
1963,82.4,50.0
1964,48.4,19.9
1965,67.3,46.0
1966,66.9,42.1
1967,48.0,36.0
1968,63.3,41.0
1969,72.0,59.0
1973,81.0,64.9
1974,70.0,37.9
1975,71.1,44.1
1976,64.9,39.9
1977,66.9,39.9
1978,72.9,54.9
1979,55.9,34.0
1980,66.9,38.8
1981,62.1,50.0
1982,68.0,46.9
1983,60.1,34.9
1984,64.0,55.9
1985,62.1,42.1
1986,57.0,42.1
1987,61.0,37.0
1988,66.9,45.0
1989,60.1,32.0
1990,48.0,39.0
1991,73.0,42.1
1992,59.0,43.0
1993,53.1,30.0
1994,57.0,35.1
1995,73.0,43.0
1996,54.0,44.6
1997,69.1,48.9
1998,66.0,39.0
1999,79.0,59.0
2000,62.1,30.2
2001,73.0,55.9
2002,73.0,48.0
2003,77.0,50.0
2004,70.0,42.1
2005,63.0,44.1
2006,66.0,46.9
2007,75.9,46.9
2008,72.0,42.1
2009,52.0,32.0
2010,86.0,55.0
2011,80.1,53.1
2012,63.0,37.0
2013,73.9,46.0
2014,62.1,39.0
2015,64.9,42.1
2016,71.1,45.0
2017,64.9,57.9
2018,84.9,68.0
