YEAR,MAX,MIN
1947,36.3,26.4
1948,35.4,-0.6
1949,25.3,-0.6
1950,30.4,6.4
1951,45.3,27.3
1952,37.4,20.3
1953,33.4,21.4
1954,41.4,28.4
1955,38.3,17.4
1956,31.3,23.4
1957,40.3,27.3
1958,35.4,31.3
1959,27.3,5.0
1960,17.4,6.1
1961,21.4,5.0
1962,20.3,-2.9
1963,6.1,-9.9
1964,45.0,34.0
1965,30.9,21.0
1966,30.4,3.0
1967,46.0,25.0
1968,42.4,27.0
1969,45.3,24.1
1973,34.9,23.0
1974,41.0,34.9
1975,21.9,5.0
1976,33.1,10.9
1977,21.0,10.9
1978,27.9,23.9
1979,35.1,25.0
1980,34.0,17.1
1981,44.1,23.9
1982,34.0,6.1
1983,27.0,12.0
1984,8.1,-13.0
1985,-11.0,-27.0
1986,36.0,26.1
1987,28.9,16.0
1988,37.9,33.1
1989,48.9,25.0
1990,39.0,24.1
1991,44.1,26.1
1992,33.1,15.1
1993,36.0,5.0
1994,14.0,-18.9
1995,36.0,28.0
1996,23.0,3.9
1997,37.9,23.0
1998,28.9,19.4
1999,39.9,19.4
2000,28.0,5.0
2001,24.1,15.8
2002,36.0,12.0
2003,28.0,3.0
2004,21.0,3.0
2005,35.1,23.0
2006,55.0,28.2
2007,27.0,10.0
2008,10.0,-5.1
2009,24.1,9.0
2010,37.9,24.1
2011,23.0,14.0
2012,28.0,5.0
2013,44.1,13.1
2014,36.0,24.1
2015,41.0,25.2
2016,23.0,0.0
2017,42.1,30.2
2018,45.0,28.2
