YEAR,MAX,MIN
1946,45.3,28.4
1947,23.4,10.4
1948,49.3,37.4
1949,32.4,9.3
1950,34.3,23.4
1951,32.4,27.3
1952,58.3,26.4
1953,31.3,28.4
1954,37.4,23.4
1955,43.3,21.4
1956,35.4,27.3
1957,45.3,23.4
1958,45.0,15.4
1959,30.4,23.0
1960,62.4,45.0
1961,55.4,39.4
1962,54.3,25.3
1963,49.3,24.4
1964,40.3,26.4
1965,64.4,34.3
1966,50.0,34.0
1967,52.0,26.4
1968,55.4,38.3
1969,45.0,24.1
1973,50.0,34.9
1974,35.1,21.0
1975,33.1,19.0
1976,59.9,42.1
1977,32.9,3.0
1978,39.0,30.9
1979,47.8,36.0
1980,39.9,16.9
1981,60.1,28.9
1982,37.9,19.0
1983,52.0,24.1
1984,63.0,30.0
1985,39.0,21.9
1986,50.0,30.0
1987,42.1,37.0
1988,59.0,42.1
1989,51.1,25.0
1990,61.0,39.0
1991,32.0,8.1
1992,46.0,28.0
1993,43.0,24.1
1994,50.0,28.9
1995,50.0,32.0
1996,28.0,14.0
1997,53.1,46.0
1998,60.1,39.0
1999,48.0,23.2
2000,46.9,30.2
2001,50.0,36.0
2002,30.9,19.9
2003,48.0,25.2
2004,39.2,28.0
2005,46.0,14.0
2006,62.1,36.0
2007,39.2,30.2
2008,42.1,24.1
2009,48.9,33.1
2010,39.0,18.0
2011,57.0,43.0
2012,43.0,27.0
2013,34.0,21.9
2014,28.9,17.1
2015,60.1,48.0
2016,46.9,30.9
2017,55.0,27.0
2018,37.0,26.6
