YEAR,MAX,MIN
1947,36.3,30.4
1948,37.4,2.5
1949,32.4,16.3
1950,32.4,25.3
1951,30.4,19.4
1952,30.4,25.3
1953,33.4,18.3
1954,66.4,55.4
1955,37.4,15.4
1956,30.4,19.4
1957,35.4,24.4
1958,22.5,10.4
1959,32.4,21.9
1960,32.4,15.1
1961,54.3,28.4
1962,35.1,28.9
1963,18.3,-8.7
1964,33.4,13.3
1965,44.1,32.0
1966,40.3,19.4
1967,48.9,34.0
1968,35.4,19.0
1969,30.4,25.0
1973,33.1,17.1
1974,33.1,23.0
1975,34.0,27.0
1976,64.0,39.9
1977,29.8,11.8
1978,27.0,18.9
1979,27.0,21.9
1980,34.0,21.9
1981,45.0,19.0
1982,42.1,34.0
1983,44.1,28.9
1984,60.1,28.0
1985,19.0,0.0
1986,27.0,-0.9
1987,37.0,19.9
1988,42.1,12.9
1989,34.0,19.0
1990,32.0,26.1
1991,30.0,3.9
1992,37.0,30.9
1993,32.0,19.0
1994,44.1,14.0
1995,36.0,27.0
1996,33.1,17.1
1997,30.9,12.9
1998,52.0,33.1
1999,55.0,34.0
2000,39.9,19.0
2001,37.0,26.1
2002,46.0,29.1
2003,35.1,14.0
2004,33.1,12.9
2005,48.9,34.0
2006,55.9,24.3
2007,21.0,1.9
2008,34.0,12.0
2009,34.0,19.0
2010,28.9,6.1
2011,42.1,23.0
2012,43.0,29.1
2013,39.0,23.0
2014,24.1,3.0
2015,27.0,-2.9
2016,27.0,9.0
2017,50.0,26.1
2018,48.0,26.2
