YEAR,MAX,MIN
1946,59.4,27.3
1947,32.4,18.3
1948,34.3,21.4
1949,40.3,20.3
1950,23.4,-4.5
1951,31.3,5.4
1952,34.3,15.4
1953,38.3,29.3
1954,39.4,28.4
1955,40.3,28.4
1956,35.4,25.3
1957,34.3,24.4
1958,49.3,28.4
1959,57.0,34.3
1960,30.4,10.0
1961,10.4,-4.0
1962,34.3,1.4
1963,18.3,-4.0
1964,33.4,20.3
1965,33.4,9.0
1966,34.0,26.1
1967,26.4,9.0
1968,41.0,22.3
1969,33.1,26.1
1973,37.0,27.0
1974,35.1,33.1
1975,33.1,23.0
1976,36.0,10.0
1977,24.1,2.8
1978,32.0,10.0
1979,37.9,23.9
1980,35.1,16.0
1981,32.0,18.0
1982,64.9,25.0
1983,19.0,-0.9
1984,68.0,30.0
1985,21.9,0.0
1986,42.1,25.0
1987,37.0,21.0
1988,39.0,14.0
1989,37.0,12.9
1990,32.0,7.0
1991,37.0,32.0
1992,43.0,19.0
1993,24.1,3.0
1994,51.1,28.9
1995,33.1,12.0
1996,39.2,33.8
1997,34.0,17.1
1998,41.0,19.0
1999,30.2,12.0
2000,19.9,6.1
2001,27.0,18.0
2002,36.0,18.0
2003,48.9,28.2
2004,41.0,8.1
2005,46.9,32.0
2006,48.0,28.2
2007,37.9,30.0
2008,61.0,24.1
2009,30.0,14.0
2010,27.0,10.9
2011,41.0,19.9
2012,33.1,28.0
2013,50.0,22.1
2014,48.9,21.9
2015,36.0,30.2
2016,45.0,19.0
2017,15.1,-4.0
