YEAR,MAX,MIN
1946,52.3,31.3
1947,20.3,-9.6
1948,40.3,25.3
1949,42.4,31.3
1950,31.3,18.3
1951,55.4,31.3
1952,32.4,13.5
1953,33.4,30.4
1954,34.3,18.3
1955,28.4,10.4
1956,33.4,20.3
1957,37.4,11.3
1958,21.4,1.0
1959,35.4,21.9
1960,27.3,19.0
1961,44.4,27.0
1962,64.4,26.1
1963,37.4,19.9
1964,20.3,6.1
1965,35.4,16.0
1966,42.1,30.9
1967,41.4,29.3
1968,39.4,28.0
1969,50.0,27.0
1973,54.0,36.0
1974,39.9,34.0
1975,62.1,25.0
1976,19.0,5.9
1977,36.0,14.9
1978,38.8,10.9
1979,32.9,23.9
1980,51.1,28.9
1981,39.0,16.9
1982,55.9,37.0
1983,30.9,18.0
1984,46.9,27.0
1985,42.1,36.0
1986,43.0,30.0
1987,43.0,34.0
1988,45.0,21.0
1989,44.1,12.0
1990,48.9,24.1
1991,61.0,35.1
1992,44.1,26.1
1993,34.0,23.0
1994,35.1,21.9
1995,46.0,10.9
1996,46.4,37.9
1997,47.8,37.4
1998,66.9,51.1
1999,39.9,19.0
2000,37.0,32.0
2001,48.2,42.8
2002,46.0,23.0
2003,54.0,25.0
2004,39.9,32.0
2005,39.0,19.9
2006,60.1,26.1
2007,36.0,19.0
2008,44.1,20.1
2009,44.1,30.0
2010,48.9,28.0
2011,44.1,25.0
2012,51.1,33.1
2013,50.0,17.1
2014,51.1,29.1
2015,44.1,27.1
2016,57.0,34.0
2017,54.0,34.0
2018,42.1,27.0
