YEAR,MAX,MIN
1947,31.3,24.4
1948,31.3,24.4
1949,35.4,22.5
1950,49.3,45.3
1951,38.3,35.4
1952,22.5,12.4
1953,34.3,30.4
1954,46.4,34.3
1955,37.4,25.3
1956,42.4,34.3
1957,25.3,4.5
1958,11.3,6.4
1959,35.4,21.4
1960,43.3,31.3
1961,31.3,19.0
1962,31.3,18.0
1963,31.3,25.0
1964,39.4,23.0
1965,37.9,35.1
1966,44.4,27.3
1967,37.0,21.0
1968,20.3,10.9
1969,22.3,0.0
1973,30.9,15.1
1974,12.9,-0.9
1975,32.0,14.0
1976,37.9,28.9
1977,19.0,1.9
1978,32.0,-4.0
1979,23.0,-11.9
1980,32.0,27.9
1981,33.1,16.9
1982,30.9,14.0
1983,36.0,21.0
1984,28.9,14.0
1985,32.0,0.0
1986,35.1,10.0
1987,36.0,30.0
1988,27.0,-0.9
1989,33.1,14.0
1990,39.0,25.0
1991,30.0,12.0
1992,43.0,30.9
1993,30.0,8.1
1994,41.0,28.0
1995,27.0,8.1
1996,37.9,25.0
1997,53.6,37.0
1998,48.9,37.9
1999,24.8,17.6
2000,60.1,36.0
2001,24.1,5.0
2002,30.9,10.0
2003,33.1,27.0
2004,60.8,37.0
2005,54.0,25.2
2006,45.0,26.1
2007,43.0,26.1
2008,19.9,1.4
2009,30.9,17.1
2010,16.0,1.9
2011,24.1,12.0
2012,32.0,19.4
2013,30.0,10.0
2014,21.9,10.0
2015,34.0,14.0
2016,32.0,19.0
2017,39.9,17.1
2018,7.0,-9.0
