YEAR,MAX,MIN
1947,67.3,58.3
1948,74.3,40.3
1949,64.4,38.3
1950,56.3,48.4
1951,65.3,56.3
1952,73.4,53.4
1953,82.4,60.3
1954,67.3,52.3
1955,74.3,45.3
1956,69.3,56.3
1957,73.4,63.3
1958,77.4,43.3
1959,84.4,64.0
1960,80.4,57.9
1961,47.3,36.0
1962,63.0,51.1
1963,75.4,46.4
1964,79.3,56.3
1965,77.0,64.9
1966,81.0,48.9
1967,91.0,64.0
1968,73.4,54.0
1969,74.3,39.4
1973,68.0,45.9
1974,64.9,48.9
1975,77.0,63.0
1976,70.0,41.9
1977,90.0,61.9
1978,86.0,64.9
1979,70.0,38.8
1980,82.0,48.0
1981,80.1,48.9
1982,66.9,51.1
1983,60.1,34.0
1984,66.9,46.0
1985,88.0,66.9
1986,73.0,50.0
1987,84.9,50.0
1988,77.0,37.0
1989,75.9,57.0
1990,64.0,53.1
1991,82.0,55.0
1992,53.1,32.0
1993,78.1,45.0
1994,75.0,48.0
1995,66.9,44.1
1996,60.1,45.0
1997,54.0,46.0
1998,77.0,48.0
1999,71.1,50.0
2000,75.9,51.1
2001,59.0,37.9
2002,73.0,37.0
2003,71.6,46.9
2004,71.1,46.9
2005,75.0,46.9
2006,82.9,64.0
2007,64.9,48.2
2008,81.0,64.0
2009,73.9,53.1
2010,88.0,66.0
2011,53.1,42.8
2012,86.0,60.1
2013,68.0,44.1
2014,87.1,50.0
2015,78.1,64.0
2016,86.0,62.1
2017,71.1,52.0
2018,90.0,66.9
