YEAR,MAX,MIN
1947,66.4,56.3
1948,75.4,46.4
1949,80.2,62.4
1950,64.4,47.3
1951,81.3,56.3
1952,87.3,65.3
1953,78.3,60.3
1954,92.3,65.3
1955,82.4,57.4
1956,85.3,71.2
1957,90.3,74.3
1958,71.2,58.3
1959,71.4,48.0
1960,69.1,51.1
1961,79.3,48.9
1962,90.3,64.9
1963,82.4,48.4
1964,77.4,51.4
1965,68.0,48.9
1966,75.9,54.0
1967,80.1,60.1
1968,76.3,48.4
1969,79.3,58.3
1973,79.0,63.9
1974,64.0,50.0
1975,78.1,70.0
1976,84.0,54.0
1977,93.0,72.0
1978,87.1,66.9
1979,88.0,66.0
1980,73.0,41.9
1981,77.0,52.0
1982,75.9,45.0
1983,78.1,54.0
1984,91.9,77.0
1985,75.0,53.1
1986,66.9,52.0
1987,93.9,59.0
1988,82.0,55.0
1989,80.1,50.0
1990,89.1,61.0
1991,82.0,55.0
1992,88.0,64.0
1993,90.0,66.9
1994,95.0,70.0
1995,90.0,64.0
1996,88.0,55.9
1997,77.0,53.1
1998,82.9,63.0
1999,66.0,48.9
2000,68.0,55.4
2001,87.1,54.0
2002,77.0,55.0
2003,81.0,52.0
2004,82.9,61.0
2005,79.0,51.1
2006,91.9,72.0
2007,93.0,66.0
2008,75.9,55.0
2009,71.6,60.8
2010,84.0,63.0
2011,82.0,60.1
2012,93.9,69.1
2013,88.0,60.1
2014,91.0,66.9
2015,72.0,55.9
2016,84.9,61.0
2017,87.1,66.9
2018,93.0,69.1
