YEAR,MAX,MIN
1947,22.5,8.4
1948,24.4,5.4
1949,25.3,19.4
1950,37.4,27.3
1951,32.4,2.5
1952,51.3,26.4
1953,39.4,32.4
1954,44.4,30.4
1955,40.3,15.4
1956,35.4,21.4
1957,37.4,34.3
1958,10.4,-5.6
1959,34.0,15.4
1960,32.4,20.3
1961,39.4,23.4
1962,25.0,17.1
1963,28.4,19.9
1964,31.3,12.4
1965,48.9,36.0
1966,55.0,31.3
1967,37.0,36.0
1968,15.4,1.9
1969,35.4,24.1
1973,28.9,12.9
1974,33.1,10.9
1975,21.0,-2.0
1976,57.0,41.0
1977,46.9,27.9
1978,28.9,5.0
1979,10.9,0.0
1980,21.9,3.9
1981,34.0,10.9
1982,14.0,-11.9
1983,33.1,26.1
1984,46.0,23.0
1985,27.0,21.0
1986,19.9,-2.2
1987,46.0,12.9
1988,23.0,12.0
1989,23.0,-4.0
1990,51.1,23.0
1991,46.9,26.1
1992,36.0,25.0
1993,39.0,26.1
1994,19.9,-8.1
1995,37.9,12.9
1996,53.1,30.0
1997,30.0,23.0
1998,48.2,30.0
1999,59.0,28.0
2000,48.0,33.1
2001,30.2,12.9
2002,50.0,30.2
2003,28.0,5.0
2004,30.9,17.6
2005,32.0,21.9
2006,37.0,16.0
2007,17.1,-0.9
2008,36.0,-4.0
2009,60.1,48.0
2010,28.4,21.0
2011,16.0,-9.0
2012,35.6,17.6
2013,44.6,26.1
2014,19.0,-2.9
2015,33.1,14.0
2016,21.0,9.0
2017,39.9,12.9
2018,28.0,14.0
