YEAR,MAX,MIN
1947,37.4,19.4
1948,59.4,34.3
1949,31.3,18.3
1950,32.4,18.3
1951,40.3,29.3
1952,44.4,36.3
1953,55.4,41.4
1954,60.3,32.4
1955,37.4,27.3
1956,34.3,29.3
1957,37.4,33.4
1958,44.4,31.3
1959,44.4,17.1
1960,31.3,17.1
1961,34.3,26.1
1962,45.3,24.1
1963,39.9,27.0
1964,37.4,9.0
1965,36.0,12.9
1966,66.9,43.3
1967,33.1,10.9
1968,65.3,39.9
1969,74.3,38.3
1973,43.0,23.9
1974,52.0,30.9
1975,57.9,43.0
1976,68.0,34.0
1977,45.0,34.9
1978,39.9,18.9
1979,69.1,41.0
1980,48.9,21.9
1981,41.0,14.9
1982,50.0,32.0
1983,48.9,32.0
1984,32.0,27.0
1985,45.0,18.0
1986,59.0,27.0
1987,46.0,30.9
1988,41.0,27.0
1989,35.1,17.1
1990,46.0,28.9
1991,48.9,34.0
1992,44.1,28.9
1993,30.9,12.0
1994,39.0,19.0
1995,63.0,34.0
1996,46.0,21.9
1997,44.1,30.2
1998,52.0,37.4
1999,57.2,35.1
2000,43.0,25.0
2001,44.1,19.9
2002,46.9,34.0
2003,73.0,39.9
2004,39.9,23.0
2005,44.1,29.1
2006,41.0,25.0
2007,46.9,21.0
2008,42.8,35.6
2009,73.9,41.0
2010,63.0,32.0
2011,66.9,41.0
2012,82.0,57.0
2013,35.1,26.1
2014,52.0,19.9
2015,50.0,28.0
2016,55.9,32.0
2017,50.0,36.0
2018,57.0,27.0
