YEAR,MAX,MIN
1947,75.4,42.4
1948,79.3,45.3
1949,82.4,56.3
1950,76.3,62.4
1951,75.4,59.4
1952,70.3,57.4
1953,87.3,59.4
1954,86.4,65.3
1955,74.3,46.4
1956,80.2,62.4
1957,75.4,56.3
1958,85.3,66.4
1959,83.3,55.9
1960,81.3,57.0
1961,85.3,53.1
1962,84.4,57.4
1963,80.4,46.0
1964,68.4,46.9
1965,77.0,48.0
1966,64.0,44.1
1967,64.9,52.0
1968,77.4,50.0
1969,85.3,53.1
1973,77.0,48.9
1974,71.1,57.0
1975,68.0,55.9
1976,70.0,56.8
1977,84.9,61.0
1978,86.0,55.9
1979,78.1,59.9
1980,86.0,61.0
1981,72.0,41.0
1982,80.1,57.9
1983,59.0,45.0
1984,72.0,39.0
1985,79.0,64.0
1986,87.1,60.1
1987,88.0,64.0
1988,91.0,60.1
1989,84.9,62.1
1990,75.0,39.9
1991,88.0,66.0
1992,75.9,44.1
1993,68.0,46.9
1994,90.0,64.0
1995,84.0,54.0
1996,73.0,36.0
1997,66.9,51.1
1998,84.0,73.9
1999,81.0,64.0
2000,80.1,48.9
2001,62.1,44.1
2002,86.0,64.0
2003,71.1,45.0
2004,73.9,57.9
2005,73.9,46.0
2006,77.0,66.2
2007,87.1,66.0
2008,79.0,55.0
2009,79.0,45.0
2010,88.0,66.2
2011,84.9,75.0
2012,70.0,46.9
2013,82.9,64.0
2014,88.0,53.1
2015,54.0,42.1
2016,87.1,63.0
2017,73.9,52.0
2018,89.1,66.9
