YEAR,MAX,MIN
1947,41.4,22.5
1948,53.4,25.3
1949,48.4,39.4
1950,41.4,23.4
1951,54.3,34.3
1952,61.3,37.4
1953,43.3,28.4
1954,32.4,8.4
1955,58.3,30.4
1956,38.3,28.4
1957,46.4,23.4
1958,52.3,32.4
1959,53.4,28.9
1960,66.9,33.4
1961,49.3,19.9
1962,43.3,32.0
1963,75.4,41.4
1964,31.3,1.9
1965,35.1,21.9
1966,50.4,31.3
1967,78.1,53.1
1968,76.3,34.0
1969,27.3,12.0
1973,57.9,39.0
1974,51.1,34.0
1975,30.0,21.0
1976,61.0,45.0
1977,68.0,47.8
1978,57.0,28.9
1979,66.0,41.0
1980,46.0,29.8
1981,63.0,46.9
1982,63.0,48.0
1983,46.0,25.0
1984,45.0,27.0
1985,41.0,30.0
1986,88.0,54.0
1987,34.0,23.0
1988,57.0,32.0
1989,54.0,33.1
1990,45.0,37.9
1991,42.1,21.9
1992,46.9,35.1
1993,64.9,34.0
1994,44.1,24.1
1995,45.0,34.0
1996,51.1,30.0
1997,42.8,35.1
1998,78.1,66.9
1999,72.0,39.9
2000,51.1,28.0
2001,51.1,32.0
2002,50.0,35.1
2003,43.0,23.0
2004,57.0,39.2
2005,75.9,55.0
2006,70.0,34.0
2007,60.1,46.0
2008,44.1,26.2
2009,45.0,27.0
2010,64.0,28.9
2011,45.0,24.3
2012,53.1,39.9
2013,59.0,28.0
2014,57.0,25.0
2015,61.0,23.2
2016,62.1,31.1
2017,48.9,35.1
2018,50.0,33.1
