YEAR,MAX,MIN
1947,64.4,28.4
1948,60.3,49.3
1949,59.4,42.4
1950,43.3,29.3
1951,83.3,61.3
1952,75.4,54.3
1953,49.3,41.4
1954,50.4,41.4
1955,69.3,49.3
1956,70.3,35.4
1957,58.3,48.4
1958,56.3,42.4
1959,63.3,43.0
1960,62.4,41.0
1961,55.9,37.0
1962,80.1,41.4
1963,70.3,54.3
1964,66.4,50.4
1965,55.0,36.0
1966,57.9,39.0
1967,62.1,32.0
1968,69.4,36.0
1969,57.0,39.4
1973,57.9,33.1
1974,77.0,64.9
1975,55.9,43.0
1976,59.0,32.0
1977,9999.9,37.9
1978,71.1,36.9
1979,48.9,36.0
1980,46.0,39.9
1981,79.0,39.0
1982,57.9,30.9
1983,73.0,45.0
1984,80.1,46.0
1985,55.9,37.0
1986,87.1,51.1
1987,69.1,39.9
1988,60.1,36.0
1989,63.0,43.0
1990,84.0,57.9
1991,73.9,53.1
1992,59.0,28.0
1993,73.0,55.9
1994,44.1,35.1
1995,63.0,43.0
1996,59.0,32.0
1997,64.9,36.0
1998,55.0,35.1
1999,57.0,44.1
2000,70.0,37.0
2001,64.9,39.9
2002,64.9,41.0
2003,75.9,57.9
2004,79.0,36.0
2005,57.0,37.9
2006,71.1,37.0
2007,73.0,39.0
2008,54.0,35.1
2009,72.0,42.1
2010,64.0,33.1
2011,55.0,39.9
2012,54.0,35.1
2013,68.0,43.0
2014,60.1,42.1
2015,57.9,35.1
2016,50.0,41.0
2017,62.1,39.9
2018,57.9,35.1
